"","year","cell","cell_lat","cell_lng","gr_mn_open","gr_popen","gr_mn_for","gr_pfor","gr_mn_lag","...1","colddays","warmdays","spring.gdd","summer.gdd"
"41",2000,648,NA,NA,NA,NA,NA,NA,NA,117,23,88,504.706826786337,934.281318009442
"42",2000,649,NA,NA,NA,NA,NA,NA,NA,118,16,99,542.151208243163,1099.14432888674
"43",2000,672,NA,NA,NA,NA,NA,NA,NA,120,3,130,871.389002233006,1527.67350015911
"44",2000,673,NA,NA,NA,NA,NA,NA,NA,121,4,116,758.122217968423,1365.05205058992
"45",2000,674,NA,NA,NA,NA,NA,NA,NA,122,10,107,680.397876121585,1179.60931520434
"46",2000,675,NA,NA,NA,NA,NA,NA,NA,123,15,85,547.680635284332,958.779812679834
"47",2000,676,NA,NA,NA,NA,NA,NA,NA,124,4,114,708.561215948559,1223.09229632913
"48",2000,702,NA,NA,NA,NA,NA,NA,NA,129,2,114,735.544051836812,1236.55344468766
"49",2000,703,NA,NA,NA,NA,NA,NA,NA,130,2,125,839.216481394596,1331.23218942501
"50",2000,733,NA,NA,NA,NA,NA,NA,NA,139,1,146,800.492659217389,1355.80837639895
"51",2000,734,NA,NA,NA,NA,NA,NA,NA,140,8,112,597.370154569761,1188.72003580667
"52",2000,736,NA,NA,NA,NA,NA,NA,NA,141,18,97,258.077866209598,884.268342393476
"53",2000,738,NA,NA,NA,NA,NA,NA,NA,142,35,70,129.286033204561,634.002925758577
"54",2000,739,NA,NA,NA,NA,NA,NA,NA,143,45,61,109.81671414891,686.272412983615
"55",2000,740,NA,NA,NA,NA,NA,NA,NA,144,53,63,60.6302592303741,592.694320258254
"56",2000,766,NA,NA,NA,NA,NA,NA,NA,147,36,72,126.291552605457,708.524950918068
"57",2001,487,49.9751478154167,-61.8189891890388,157.52,0.04,153.13,0.96,4.39000000000001,230,103,36,52.5493481413875,345.282798836872
"58",2001,507,48.3185222794017,-93.0488899839306,147.99,0.01,147.88,0.99,0.110000000000014,231,109,27,251.357490598733,762.051257983247
"59",2001,508,49.0717115252331,-89.1336983912323,148.01,0,150.92,1,-2.91,232,115,24,135.8004993087,575.603356547028
"60",2001,509,49.7299451365089,-85.0805221420807,145.35,0,148.15,1,-2.80000000000001,233,120,22,197.833471781553,584.791015524019
"61",2001,512,49.7299451372616,-72.4194778549693,153.4,0.04,149.01,0.96,4.39000000000001,236,114,14,203.703626128429,497.057310929091
"62",2001,513,49.0717115262395,-68.3663016055686,147.85,0.03,149.29,0.97,-1.44,237,115,28,147.318529789691,524.883921641243
"63",2001,514,48.3185222805963,-64.4511100125928,155.36,0.01,152.61,0.99,2.75,238,95,47,136.449121088868,613.886781992234
"64",2001,534,45.8181578968882,-94.2918383779928,137.2,0.02,130.98,0.98,6.22,239,103,32,340.586798738765,959.549982247793
"65",2001,535,46.6202372401658,-90.5920142702139,136.74,0.01,137.66,0.99,-0.919999999999987,240,96,33,235.316168014101,752.954720485412
"66",2001,536,47.3238018444925,-86.765883794354,144.7,0.01,143.26,0.99,1.44,241,100,46,104.57673043199,586.975115668549
"67",2001,537,47.9578000244937,-82.8176553580113,146.14,0.01,146.99,0.99,-0.850000000000023,242,114,25,223.730214842782,639.549266418748
"68",2001,538,48.5865921308426,-78.7499999980182,142.37,0.03,148.11,0.97,-5.74000000000001,243,120,20,257.792324809489,636.76555343015
"69",2001,539,47.9578000251635,-74.6823446390516,149.28,0.02,148.12,0.98,1.16,244,109,18,232.724889295326,551.391747771232
"70",2001,540,47.3238018454606,-70.7341162024827,145.1,0.05,146.44,0.95,-1.34,245,107,35,223.068824256188,609.08122131059
"71",2001,541,46.6202372413531,-66.9079857263678,154.47,0.03,147.2,0.97,7.27000000000001,246,94,40,235.415742997029,722.380442976411
"72",2001,562,44.1402918686353,-91.9199480740029,138.61,0.39,128.91,0.61,9.70000000000002,247,89,39,402.761896836114,1012.76416811581
"73",2001,563,44.8891978391312,-88.2953307659256,134.96,0.26,133.6,0.74,1.36000000000001,248,82,36,302.801385837013,880.167796446456
"74",2001,564,45.5580435896312,-84.5586595325796,129.95,0.07,137.35,0.93,-7.40000000000001,249,85,44,240.373438073377,760.27423682311
"75",2001,565,46.1870092076203,-80.7130536184924,135.5,0.02,141.93,0.98,-6.43000000000001,250,100,40,235.864264942042,751.310816220011
"76",2001,566,46.1870092081857,-76.7869463785758,141.66,0.05,141.81,0.95,-0.150000000000006,251,97,21,287.617318122873,737.913962456205
"77",2001,567,45.5580435905451,-72.9413404642818,150.72,0.21,139.56,0.79,11.16,252,91,36,297.465786157041,736.074016888092
"78",2001,568,44.8891978402986,-69.2046692307013,141.52,0.01,141.35,0.99,0.170000000000016,253,85,44,276.992367979356,755.338216689377
"79",2001,589,41.5914814738607,-93.0964601408556,155.84,0.94,120.85,0.06,34.99,254,68,39,544.009868128675,1167.85353548239
"80",2001,590,42.4255736420171,-89.6927335499159,148.36,0.77,122.69,0.23,25.67,255,68,46,485.510441656364,1059.39516037967
"81",2001,591,43.1334602429176,-86.1445569064626,137.08,0.35,126.92,0.65,10.16,256,59,55,382.079222765118,941.379607541766
"82",2001,592,43.7827146670404,-82.4962552442125,144.24,0.65,128.77,0.35,15.47,257,67,54,320.421119243743,892.888503176537
"83",2001,593,44.4260057265326,-78.7499999978607,137.28,0.19,134.88,0.81,2.40000000000001,258,74,44,298.227353077308,866.744481004579
"84",2001,594,43.7827146678839,-75.0037447526642,134.42,0.07,134.77,0.93,-0.350000000000023,259,73,38,310.401749534286,826.374250378288
"85",2001,595,43.1334602440522,-71.3554430901979,140.08,0.01,134.76,0.99,5.32000000000002,260,61,45,334.645961356103,853.354875581698
"86",2001,616,NA,NA,NA,NA,NA,NA,NA,261,31,52,725.90513978464,1369.27866125194
"87",2001,617,39.901362943232,-90.9604566621439,148.37,0.76,116.07,0.24,32.3,262,41,54,676.849061576248,1237.97079781554
"88",2001,618,40.6811083428193,-87.5982717795415,158.95,0.9,118.79,0.1,40.16,263,45,55,603.387251724784,1138.28216740712
"89",2001,619,41.3602908290038,-84.1263735168693,149.97,0.84,122.25,0.16,27.72,264,49,59,510.021752623134,1053.96058691549
"90",2001,620,42.0052084710769,-80.5643406598932,143.11,0.29,127.07,0.71,16.04,265,56,60,371.541162959852,953.732147945353
"91",2001,621,42.0052084718332,-76.9356593369912,137.45,0.08,131.69,0.92,5.75999999999999,266,52,42,374.485220754913,887.11131665961
"92",2001,622,41.3602908300926,-73.3736264798146,135.07,0.02,128.7,0.98,6.37,267,35,64,425.168700032668,1015.94328200758
"93",2001,644,37.3548453039453,-92.2073969921021,116.38,0.02,111.39,0.98,4.98999999999999,268,21,70,771.869372712306,1363.01743571663
"94",2001,645,38.185511830815,-88.952601724861,150.65,0.65,112.14,0.35,38.51,269,29,73,782.275731643937,1292.63079795445
"95",2001,646,38.9133345719446,-85.6252957885435,149.82,0.4,113.2,0.6,36.62,270,28,70,696.488405705338,1217.00334104554
"96",2001,647,39.5762282432288,-82.228512671223,149.19,0.24,118.77,0.76,30.42,271,27,64,583.028885043535,1079.6358492093
"97",2001,648,40.2321033043929,-78.7499999977145,125.27,0.06,124.73,0.94,0.539999999999992,272,36,58,479.289127819976,1001.42258477117
"98",2001,649,39.5762282442583,-75.2714873254758,148.22,0.2,124.82,0.8,23.4,273,12,79,554.476077583385,1166.50253750041
"99",2001,672,35.6719141750947,-90.3080436912314,150.18,0.64,104.83,0.36,45.35,275,13,102,931.422090652692,1493.17883999812
"100",2001,673,36.4507394369357,-87.063122007697,122.12,0.16,105.6,0.84,16.52,276,13,88,815.915771802217,1343.57792324961
"101",2001,674,37.1280761088605,-83.7632953205549,109.46,0.02,113.77,0.98,-4.31,277,17,81,710.247515153899,1207.25158120776
"102",2001,675,37.7871442771923,-80.4397747302607,113.29,0.03,123.46,0.97,-10.17,278,22,65,531.321678844639,988.262162607834
"103",2001,676,37.787144278149,-77.0602252664455,141.65,0.06,118.89,0.94,22.76,279,3,91,691.475776076105,1261.13660582776
"104",2001,702,35.3305934931475,-82.0025583843542,105.83,0.01,112.28,0.99,-6.45,284,2,99,747.367323905107,1231.42000012626
"105",2001,703,35.9983013483697,-78.7499999975762,154.25,0.1,117.34,0.9,36.91,285,0,108,833.749258692564,1333.34096992562
"106",2001,733,35.330593494296,-75.4974416214385,149.78,0.22,125.08,0.78,24.7,294,0,128,823.15375144408,1382.19087899835
"107",2001,734,37.1280761101847,-73.7367046853623,154.22,0.34,142.09,0.66,12.13,295,4,86,597.411543853588,1234.48008926252
"108",2001,736,40.6811083445034,-69.9017282266508,143.51,0.05,139.19,0.95,4.31999999999999,296,17,78,346.079047354854,960.419685546837
"109",2001,738,44.1402918706975,-65.5800519324866,142.22,0.01,148.56,0.99,-6.34,297,52,58,201.433494788113,671.352537929379
"110",2001,739,45.8181578991492,-63.2081616286462,149.91,0.08,152.05,0.92,-2.14000000000001,298,75,59,170.363312191629,763.510541697682
"111",2001,740,47.4513518013259,-60.6792006261635,152.96,0.12,157.38,0.87,-4.41999999999999,299,76,58,94.0147796876867,647.474849281551
"112",2001,766,NA,NA,NA,NA,NA,NA,NA,302,46,65,178.341238556913,732.790592154506
"113",2002,487,49.9751478154167,-61.8189891890388,165.09,0.03,159.12,0.97,5.97,385,105,35,25.2310437496483,366.965258688265
"114",2002,507,48.3185222794017,-93.0488899839306,159.43,0.01,157.79,0.99,1.64000000000001,386,78,30,214.49537041803,853.23225385506
"115",2002,508,49.0717115252331,-89.1336983912323,158.94,0,162.01,1,-3.06999999999999,387,91,32,92.1672675674642,693.850081560912
"116",2002,509,49.7299451365089,-85.0805221420807,160.15,0,162.83,1,-2.68000000000001,388,101,23,111.687707945255,688.738363587251
"117",2002,512,49.7299451372616,-72.4194778549693,163.57,0.04,162.51,0.96,1.06,391,113,26,84.5348538138273,544.521605312779
"118",2002,513,49.0717115262395,-68.3663016055686,155.74,0.02,160.6,0.98,-4.85999999999999,392,109,36,80.435373042188,521.308129842488
"119",2002,514,48.3185222805963,-64.4511100125928,161.64,0.01,159.85,0.99,1.78999999999999,393,94,43,84.2758910544225,575.465593013455
"120",2002,534,45.8181578968882,-94.2918383779928,160.4,0.02,148.14,0.98,12.26,394,62,44,313.149966875186,1021.57047331703
"121",2002,535,46.6202372401658,-90.5920142702139,155,0.01,153.65,0.99,1.34999999999999,395,68,37,196.446517099997,834.992217659554
"122",2002,536,47.3238018444925,-86.765883794354,156.94,0.01,157.6,0.99,-0.659999999999997,396,67,53,90.976114914455,710.351392295172
"123",2002,537,47.9578000244937,-82.8176553580113,160.42,0.01,161.51,0.99,-1.09,397,94,38,143.664256840154,731.780696346901
"124",2002,538,48.5865921308426,-78.7499999980182,154.7,0.03,161.65,0.97,-6.95000000000002,398,102,36,138.676097171605,707.428285194856
"125",2002,539,47.9578000251635,-74.6823446390516,162.52,0.02,161.68,0.98,0.840000000000003,399,101,33,110.415778535452,645.065988040195
"126",2002,540,47.3238018454606,-70.7341162024827,150.72,0.05,158.14,0.95,-7.41999999999999,400,92,35,114.818751768908,667.251593633189
"127",2002,541,46.6202372413531,-66.9079857263678,162.66,0.03,154.87,0.97,7.78999999999999,401,79,40,140.212373502224,708.539535654408
"128",2002,562,44.1402918686353,-91.9199480740029,151.23,0.39,140.67,0.61,10.56,402,42,63,380.848113723123,1085.67580856509
"129",2002,563,44.8891978391312,-88.2953307659256,146.75,0.26,147.38,0.74,-0.629999999999995,403,46,54,245.686067350441,967.262819061685
"130",2002,564,45.5580435896312,-84.5586595325796,140.46,0.07,151.82,0.93,-11.36,404,51,52,177.533630748593,887.472223680834
"131",2002,565,46.1870092076203,-80.7130536184924,145.17,0.02,155.66,0.98,-10.49,405,67,49,149.048720265846,857.58088626107
"132",2002,566,46.1870092081857,-76.7869463785758,144.52,0.05,151.49,0.95,-6.97,406,68,39,182.040845201861,826.365593635025
"133",2002,567,45.5580435905451,-72.9413404642818,158.96,0.21,147.5,0.79,11.46,407,58,44,191.511628843379,822.522887756374
"134",2002,568,44.8891978402986,-69.2046692307013,143.18,0.01,148.09,0.99,-4.91,408,47,44,159.825845874582,795.46079055602
"135",2002,589,41.5914814738607,-93.0964601408556,153.63,0.94,122.68,0.06,30.95,409,24,75,536.028139272701,1205.40220229276
"136",2002,590,42.4255736420171,-89.6927335499159,153.17,0.77,129.63,0.23,23.54,410,28,72,430.558526858162,1152.17122499398
"137",2002,591,43.1334602429176,-86.1445569064626,149.06,0.35,137.93,0.65,11.13,411,27,79,321.784060456215,1063.17960407938
"138",2002,592,43.7827146670404,-82.4962552442125,157.17,0.65,136.35,0.35,20.82,412,33,77,270.102700792806,1017.85594557213
"139",2002,593,44.4260057265326,-78.7499999978607,142.68,0.19,142.87,0.81,-0.189999999999998,413,42,66,227.086294785421,988.345118468573
"140",2002,594,43.7827146678839,-75.0037447526642,130.44,0.07,139.85,0.93,-9.41,414,35,50,249.231379174079,907.263825855905
"141",2002,595,43.1334602440522,-71.3554430901979,138.26,0.01,138.25,0.99,0.00999999999999091,415,20,49,275.965732245969,943.180975868242
"142",2002,616,NA,NA,NA,NA,NA,NA,NA,416,14,85,660.884476153592,1432.74793894638
"143",2002,617,39.901362943232,-90.9604566621439,153.95,0.76,118.47,0.24,35.48,417,16,90,593.556273659886,1331.26542054821
"144",2002,618,40.6811083428193,-87.5982717795415,171.1,0.9,123.16,0.1,47.94,418,19,99,513.917458694723,1281.66238570505
"145",2002,619,41.3602908290038,-84.1263735168693,157.08,0.84,124.61,0.16,32.47,419,19,95,435.947899501378,1208.0664971595
"146",2002,620,42.0052084710769,-80.5643406598932,149.28,0.29,128.36,0.71,20.92,420,25,93,329.33187021426,1098.8874219996
"147",2002,621,42.0052084718332,-76.9356593369912,128.44,0.08,132.51,0.92,-4.06999999999999,421,20,66,340.58536086833,1027.49577083094
"148",2002,622,41.3602908300926,-73.3736264798146,130.27,0.02,130.36,0.98,-0.0900000000000034,422,7,72,381.5101527102,1113.1010295405
"149",2002,644,37.3548453039453,-92.2073969921021,118.95,0.02,114.59,0.98,4.36,423,9,101,698.733730582908,1402.92313019539
"150",2002,645,38.185511830815,-88.952601724861,152.52,0.64,113.42,0.36,39.1,424,11,102,704.803968208888,1431.67969814152
"151",2002,646,38.9133345719446,-85.6252957885435,151.87,0.39,113.59,0.61,38.28,425,8,104,638.211651722303,1386.98468816944
"152",2002,647,39.5762282432288,-82.228512671223,147.89,0.23,119.65,0.77,28.24,426,15,87,547.396818449187,1267.40152708729
"153",2002,648,40.2321033043929,-78.7499999977145,113.42,0.06,124.93,0.94,-11.51,427,15,88,487.741482618764,1158.058012285
"154",2002,649,39.5762282442583,-75.2714873254758,128.84,0.19,117.15,0.81,11.69,428,2,98,564.336517680887,1296.6899125972
"155",2002,672,35.6719141750947,-90.3080436912314,160.18,0.63,109.9,0.37,50.28,430,3,123,887.384063135487,1538.7358132698
"156",2002,673,36.4507394369357,-87.063122007697,122,0.16,109.62,0.84,12.38,431,4,112,778.683356835765,1465.6497511892
"157",2002,674,37.1280761088605,-83.7632953205549,108.78,0.02,114.16,0.98,-5.38,432,6,106,694.752969954501,1349.19889535501
"158",2002,675,37.7871442771923,-80.4397747302607,109.04,0.03,123.1,0.97,-14.06,433,9,81,555.437856395334,1146.83258861801
"159",2002,676,37.787144278149,-77.0602252664455,131.44,0.06,114.61,0.94,16.83,434,0,111,758.98113893826,1408.37930803865
"160",2002,702,35.3305934931475,-82.0025583843542,102.69,0.01,110.42,0.99,-7.73,439,1,112,779.605298832223,1350.79672880839
"161",2002,703,35.9983013483697,-78.7499999975762,146.75,0.1,111.25,0.9,35.5,440,1,124,899.115109643859,1464.95074069571
"162",2002,733,35.330593494296,-75.4974416214385,148.7,0.22,120.8,0.78,27.9,449,0,153,889.744678640935,1520.88749887801
"163",2002,734,37.1280761101847,-73.7367046853623,148.29,0.31,135.17,0.69,13.12,450,1,127,706.101405855115,1416.44447558639
"164",2002,736,40.6811083445034,-69.9017282266508,140.11,0.05,138.5,0.95,1.61000000000001,451,1,106,273.479121567264,1050.85676146317
"165",2002,738,44.1402918706975,-65.5800519324866,143.32,0.01,152.63,0.99,-9.31,452,26,65,112.412833891823,697.630794261127
"166",2002,739,45.8181578991492,-63.2081616286462,153.35,0.08,153.41,0.92,-0.0600000000000023,453,52,59,109.255032138317,711.361046604654
"167",2002,740,47.4513518013259,-60.6792006261635,154.95,0.12,160.57,0.88,-5.62,454,63,54,56.0029434090982,565.100916927916
"168",2002,766,NA,NA,NA,NA,NA,NA,NA,457,30,69,90.6374729447057,722.866842251466
"169",2003,487,49.9751478154167,-61.8189891890388,157.68,0.03,150.79,0.97,6.89000000000001,540,120,21,41.5488598013513,380.437320969138
"170",2003,507,48.3185222794017,-93.0488899839306,146.8,0.01,144.18,0.99,2.62,541,107,12,271.627081737083,773.245061484529
"171",2003,508,49.0717115252331,-89.1336983912323,146.37,0,148.58,1,-2.21000000000001,542,115,14,161.711234733544,645.468703801305
"172",2003,509,49.7299451365089,-85.0805221420807,148.14,0,151.06,1,-2.92000000000002,543,123,11,187.110888068462,602.918987788463
"173",2003,512,49.7299451372616,-72.4194778549693,158.42,0.04,153.08,0.96,5.33999999999997,546,136,12,139.661251405525,533.968731334422
"174",2003,513,49.0717115262395,-68.3663016055686,151.93,0.02,153.72,0.97,-1.78999999999999,547,128,15,112.919486306673,525.718153282533
"175",2003,514,48.3185222805963,-64.4511100125928,158.77,0.01,155.6,0.98,3.17000000000002,548,110,30,104.786478383043,605.540458078954
"176",2003,534,45.8181578968882,-94.2918383779928,159.9,0.02,141.94,0.98,17.96,549,82,29,350.189977144411,958.69448788274
"177",2003,535,46.6202372401658,-90.5920142702139,153.4,0.01,147.45,0.99,5.95000000000002,550,88,20,216.452812541848,777.663252928319
"178",2003,536,47.3238018444925,-86.765883794354,148.87,0.01,149.74,0.99,-0.870000000000005,551,95,26,128.52683559811,651.163542241272
"179",2003,537,47.9578000244937,-82.8176553580113,150.06,0.01,150.82,0.99,-0.759999999999991,552,118,16,195.540476918709,635.249146206262
"180",2003,538,48.5865921308426,-78.7499999980182,149.52,0.03,153.01,0.97,-3.48999999999998,553,122,16,185.955548164341,604.503527148546
"181",2003,539,47.9578000251635,-74.6823446390516,151.57,0.02,152.36,0.98,-0.79000000000002,554,121,13,155.565227579866,602.683934416518
"182",2003,540,47.3238018454606,-70.7341162024827,153.81,0.05,152.39,0.95,1.42000000000002,555,117,17,136.629549005643,621.876173556481
"183",2003,541,46.6202372413531,-66.9079857263678,160.26,0.03,151.95,0.97,8.31,556,104,23,163.262245125977,746.7685337325
"184",2003,562,44.1402918686353,-91.9199480740029,153.66,0.39,139.66,0.61,14,557,72,36,372.87752772836,1028.07687046868
"185",2003,563,44.8891978391312,-88.2953307659256,154.8,0.26,147.71,0.74,7.09,558,76,33,246.139154365332,875.501643592571
"186",2003,564,45.5580435896312,-84.5586595325796,139.18,0.07,146.33,0.93,-7.15000000000001,559,82,33,186.28205348882,760.613873747549
"187",2003,565,46.1870092076203,-80.7130536184924,143.32,0.02,148.2,0.98,-4.88,560,97,26,172.992435099167,756.219682093031
"188",2003,566,46.1870092081857,-76.7869463785758,150,0.05,146.93,0.95,3.06999999999999,561,101,24,211.6319717532,777.932329505732
"189",2003,567,45.5580435905451,-72.9413404642818,162.98,0.21,146.14,0.79,16.84,562,89,29,204.870598927474,797.859138248836
"190",2003,568,44.8891978402986,-69.2046692307013,144.82,0.01,148.33,0.99,-3.51000000000002,563,76,25,179.599523096486,776.96269012952
"191",2003,589,41.5914814738607,-93.0964601408556,157.4,0.94,124.69,0.06,32.71,564,49,46,483.899606722922,1140.53795391065
"192",2003,590,42.4255736420171,-89.6927335499159,157.4,0.77,133.49,0.23,23.91,565,55,47,393.112273436176,1077.55626805129
"193",2003,591,43.1334602429176,-86.1445569064626,149.04,0.35,137.71,0.65,11.33,566,64,53,272.587504581559,940.774422588323
"194",2003,592,43.7827146670404,-82.4962552442125,154.97,0.65,140.21,0.35,14.76,567,73,44,210.593652442905,878.204629984388
"195",2003,593,44.4260057265326,-78.7499999978607,143.85,0.19,140.47,0.81,3.38,568,78,41,205.859184890763,864.596373515609
"196",2003,594,43.7827146678839,-75.0037447526642,135.61,0.07,139.78,0.93,-4.16999999999999,569,75,33,232.060986649482,849.099724369882
"197",2003,595,43.1334602440522,-71.3554430901979,142.1,0.01,142.37,0.99,-0.27000000000001,570,63,31,242.565198721048,903.683592221758
"198",2003,616,NA,NA,NA,NA,NA,NA,NA,571,23,68,644.228487618924,1364.99400413803
"199",2003,617,39.901362943232,-90.9604566621439,151.79,0.76,118.2,0.24,33.59,572,35,62,553.401315781212,1218.2729006887
"200",2003,618,40.6811083428193,-87.5982717795415,165.1,0.9,122.8,0.1,42.3,573,45,65,474.69598444234,1132.64021870698
"201",2003,619,41.3602908290038,-84.1263735168693,157.7,0.84,129.58,0.16,28.12,574,60,55,399.508026571435,1033.27666997862
"202",2003,620,42.0052084710769,-80.5643406598932,149.54,0.29,126.67,0.71,22.87,575,65,57,274.683124223328,950.119288354428
"203",2003,621,42.0052084718332,-76.9356593369912,135.72,0.08,134.34,0.92,1.38,576,64,40,279.608858600815,897.177154659606
"204",2003,622,41.3602908300926,-73.3736264798146,136.69,0.02,133.71,0.98,2.97999999999999,577,48,60,302.886009424702,1053.92263325349
"205",2003,644,37.3548453039453,-92.2073969921021,113.37,0.02,113.22,0.98,0.150000000000006,578,17,83,668.405375530184,1325.96324999556
"206",2003,645,38.185511830815,-88.952601724861,142.96,0.65,109.24,0.35,33.72,579,21,77,626.964905057381,1271.32024844609
"207",2003,646,38.9133345719446,-85.6252957885435,146.89,0.4,108.61,0.6,38.28,580,30,80,587.785782591053,1182.76604954072
"208",2003,647,39.5762282432288,-82.228512671223,143.72,0.23,114.02,0.77,29.7,581,36,74,512.500724114396,1061.35602802053
"209",2003,648,40.2321033043929,-78.7499999977145,119.37,0.06,124.43,0.94,-5.06,582,44,65,400.113596639198,1020.30665254592
"210",2003,649,39.5762282442583,-75.2714873254758,147.37,0.2,125.42,0.8,21.95,583,22,81,420.855329597149,1235.04687195103
"211",2003,672,35.6719141750947,-90.3080436912314,160.05,0.63,107.04,0.37,53.01,585,5,113,838.265841790966,1423.42129662629
"212",2003,673,36.4507394369357,-87.063122007697,121.6,0.16,103.94,0.84,17.66,586,10,105,719.64223715863,1310.77648462737
"213",2003,674,37.1280761088605,-83.7632953205549,102.54,0.02,108.93,0.98,-6.39,587,13,99,640.426594908516,1190.28465438684
"214",2003,675,37.7871442771923,-80.4397747302607,99.88,0.03,119.61,0.97,-19.73,588,25,71,455.962217934263,1028.31171187299
"215",2003,676,37.787144278149,-77.0602252664455,142.26,0.06,117.36,0.94,24.9,589,4,100,625.198680374452,1354.89645088276
"216",2003,702,35.3305934931475,-82.0025583843542,101.49,0.01,109.86,0.99,-8.37,594,3,104,669.101445064238,1217.61445740417
"217",2003,703,35.9983013483697,-78.7499999975762,145.51,0.1,113.74,0.9,31.77,595,1,113,780.738603256231,1389.81323099209
"218",2003,733,35.330593494296,-75.4974416214385,157.78,0.22,122.83,0.78,34.95,604,1,142,829.085442355813,1484.48235287528
"219",2003,734,37.1280761101847,-73.7367046853623,156.22,0.34,145.61,0.66,10.61,605,7,106,494.489543138713,1335.6335798293
"220",2003,736,40.6811083445034,-69.9017282266508,150.44,0.05,146.71,0.95,3.72999999999999,606,33,81,213.786697735521,1032.28085180632
"221",2003,738,44.1402918706975,-65.5800519324866,145.17,0.01,151.3,0.99,-6.13000000000002,607,59,47,141.747693609984,705.488879173503
"222",2003,739,45.8181578991492,-63.2081616286462,155.5,0.08,152.71,0.92,2.78999999999999,608,82,42,127.148102329065,776.02520081976
