"","year","cell","colddays","warmdays","spring.gdd","summer.gdd"
"115",2000,646,18,90,629.231518361383,1140.68885629673
"116",2000,647,25,81,573.935522265294,1014.65511205993
"117",2000,648,23,88,504.706826786337,934.281318009442
"118",2000,649,16,99,542.151208243163,1099.14432888674
"119",2000,671,2,140,910.947221181617,1604.2142864685
"120",2000,672,3,130,871.389002233006,1527.67350015911
"121",2000,673,4,116,758.122217968423,1365.05205058992
"122",2000,674,10,107,680.397876121585,1179.60931520434
"123",2000,675,15,85,547.680635284332,958.779812679834
"124",2000,676,4,114,708.561215948559,1223.09229632913
"125",2000,698,0,148,1094.21399318401,1674.55892243427
"126",2000,699,0,139,1037.29239940702,1638.35163031502
"127",2000,700,0,130,940.677214435206,1555.0154369189
"128",2000,701,1,122,807.491209282268,1372.54946045111
"129",2000,702,2,114,735.544051836812,1236.55344468766
"130",2000,703,2,125,839.216481394596,1331.23218942501
"131",2000,725,0,177,1228.81851163413,1700.82459089018
"132",2000,726,0,170,1197.74465595033,1676.50274614947
"133",2000,727,0,157,1109.53744376528,1643.60731657412
"134",2000,728,0,146,1059.46552925805,1580.20973508681
"135",2000,729,0,137,983.964415926504,1490.72943104092
"136",2000,730,0,145,986.856099791313,1483.70766846292
"137",2000,731,0,161,1009.58910748765,1512.54959413144
"138",2000,732,0,146,896.640481985059,1418.23937510192
"139",2000,733,1,146,800.492659217389,1355.80837639895
"140",2000,734,8,112,597.370154569761,1188.72003580667
"141",2000,736,18,97,258.077866209598,884.268342393476
"142",2000,738,35,70,129.286033204561,634.002925758577
"143",2000,739,45,61,109.81671414891,686.272412983615
"144",2000,740,53,63,60.6302592303741,592.694320258254
"145",2000,741,64,44,47.1513714259217,519.918150197024
"146",2000,742,78,35,42.8517378213866,480.764526020702
"147",2000,766,36,72,126.291552605457,708.524950918068
"148",2000,767,43,70,77.1358645339182,627.801666151133
"149",2000,768,42,68,37.0098853507962,551.268108588227
"150",2000,769,43,54,63.1294380427376,552.810195490051
"151",2000,785,0,179,1380.12087310542,1724.27171313473
"152",2000,797,31,64,55.8098667245937,539.513051617302
"153",2000,812,0,179,1428.66399332137,1726.8699330185
"154",2000,813,0,179,1386.71816015244,1725.24352606373
"155",2000,841,0,179,1422.80866336823,1722.91758868108
"156",2001,234,180,0,0,98.6803570332939
"157",2001,235,176,0,0,49.444751229049
"158",2001,236,180,0,0,65.8263529643837
"159",2001,237,179,0,0,36.9050039495811
"160",2001,239,162,8,0.302202673851119,30.528651698118
"161",2001,261,179,0,0,111.480225529017
"162",2001,262,179,0,0,57.9407679689141
"163",2001,263,176,0,0,50.1990362322711
"164",2001,264,180,0,0,59.4830136011629
"165",2001,265,178,0,0,36.2091313331658
"166",2001,267,156,9,3.60303663117956,45.9724117936192
"167",2001,289,179,0,0,79.5541444812166
"168",2001,290,178,0,0,54.6693524275706
"169",2001,291,176,0,0,82.8391494659931
"170",2001,292,170,0,0,73.333510466226
"171",2001,293,179,0,0,33.9414064856705
"172",2001,295,163,3,4.42860294306635,5.82544329308518
"173",2001,316,173,0,1.20635006969239,102.963183829469
"174",2001,317,176,0,0,106.041101947598
"175",2001,318,169,0,0,68.5091837017262
"176",2001,319,168,0,0,68.7384168421775
"177",2001,320,173,0,0,41.3482302931702
"178",2001,323,109,33,5.65843988802378,28.147842757737
"179",2001,343,168,2,6.0117905463722,153.160883637786
"180",2001,344,165,0,0.104312240951846,134.944741340236
"181",2001,345,160,2,0,109.137593003046
"182",2001,346,158,3,0,57.2586033724274
"183",2001,347,149,3,0,53.0586391894804
"184",2001,348,140,8,0,45.0973276419374
"185",2001,3669,0,174,1254.64854762178,1721.82106063147
"186",2001,3670,0,175,1218.05490497398,1643.09909632873
"187",2001,3671,0,158,1120.25629673332,1589.16653222742
"188",2001,3672,0,150,1119.83726307765,1569.46845360096
"189",2001,3673,0,158,1106.89832347938,1563.44267978505
"190",2001,3699,0,177,1282.07611278289,1617.11509228455
"191",2001,370,144,3,69.3885499918397,313.725152691622
"192",2001,3700,0,173,1239.38444962795,1594.24006315881
"193",2001,3727,0,180,1318.00681839583,1630.24021619664
"194",2001,373,146,2,8.5790916202302,112.985184264443
"195",2001,374,153,1,1.2921354700817,84.3451911948178
"196",2001,375,138,7,6.61718868615517,93.330640367105
"197",2001,376,156,2,6.13828326127462,50.7647091861922
"198",2001,398,141,18,85.4751635566265,389.951809591367
"199",2001,400,134,9,46.5926939532387,206.982857703201
"200",2001,401,134,9,47.8035561098969,198.501871013975
"201",2001,402,137,6,42.8594527815468,176.132444318384
"202",2001,403,139,5,31.3537846544988,139.531295179474
"203",2001,404,141,17,13.9246357362662,122.525733520554
"204",2001,405,105,20,46.1899852156596,215.469551295065
"205",2001,425,134,22,129.850030113547,526.49643343561
"206",2001,426,133,13,101.16299740738,440.550176576583
"207",2001,427,128,18,135.642083081425,409.952756874611
"208",2001,428,128,18,91.9780274064714,260.328686209006
"209",2001,429,132,8,83.9053005730729,225.83448336149
"210",2001,430,136,6,81.7836460068088,244.198970022381
"211",2001,431,141,3,60.1698728744003,204.267956779991
"212",2001,432,125,9,48.7278022381139,229.040388291054
"213",2001,433,107,17,56.2872667453695,260.569107851928
"214",2001,452,121,26,182.512640290868,678.660259516716
"215",2001,453,128,24,159.513211111076,556.865188756724
"216",2001,454,126,19,158.774498041478,475.376292700108
"217",2001,455,123,20,151.51833075766,411.644389498375
"218",2001,456,127,16,142.143179379052,310.387469778766
"219",2001,457,128,6,128.349472245833,313.4159827774
"220",2001,458,128,3,126.72745128735,314.137943133973
"221",2001,459,122,9,76.9888083203603,256.457660627246
"222",2001,460,114,18,53.8667316947801,299.128402717396
"223",2001,480,120,32,225.733507261953,703.048479254216
"224",2001,481,123,17,187.814439083634,554.446953926149
"225",2001,482,123,19,194.751236661622,531.103092659764
"226",2001,483,122,21,183.353200518889,424.406266804093
"227",2001,484,123,15,169.433457520728,397.385009549211
"228",2001,485,116,8,138.559836659701,382.28498841078
"229",2001,486,114,11,71.4083788377615,298.715352716527
"230",2001,487,103,36,52.5493481413875,345.282798836872
"231",2001,507,109,27,251.357490598733,762.051257983247
"232",2001,508,115,24,135.8004993087,575.603356547028
"233",2001,509,120,22,197.833471781553,584.791015524019
"234",2001,510,123,19,232.079533624748,561.269580762865
"235",2001,511,129,7,215.154787201402,514.756466546158
"236",2001,512,114,14,203.703626128429,497.057310929091
"237",2001,513,115,28,147.318529789691,524.883921641243
"238",2001,514,95,47,136.449121088868,613.886781992234
"239",2001,534,103,32,340.586798738765,959.549982247793
"240",2001,535,96,33,235.316168014101,752.954720485412
"241",2001,536,100,46,104.57673043199,586.975115668549
"242",2001,537,114,25,223.730214842782,639.549266418748
"243",2001,538,120,20,257.792324809489,636.76555343015
"244",2001,539,109,18,232.724889295326,551.391747771232
"245",2001,540,107,35,223.068824256188,609.08122131059
"246",2001,541,94,40,235.415742997029,722.380442976411
"247",2001,562,89,39,402.761896836114,1012.76416811581
"248",2001,563,82,36,302.801385837013,880.167796446456
"249",2001,564,85,44,240.373438073377,760.27423682311
"250",2001,565,100,40,235.864264942042,751.310816220011
"251",2001,566,97,21,287.617318122873,737.913962456205
"252",2001,567,91,36,297.465786157041,736.074016888092
"253",2001,568,85,44,276.992367979356,755.338216689377
"254",2001,589,68,39,544.009868128675,1167.85353548239
"255",2001,590,68,46,485.510441656364,1059.39516037967
"256",2001,591,59,55,382.079222765118,941.379607541766
"257",2001,592,67,54,320.421119243743,892.888503176537
"258",2001,593,74,44,298.227353077308,866.744481004579
"259",2001,594,73,38,310.401749534286,826.374250378288
"260",2001,595,61,45,334.645961356103,853.354875581698
"261",2001,616,31,52,725.90513978464,1369.27866125194
"262",2001,617,41,54,676.849061576248,1237.97079781554
"263",2001,618,45,55,603.387251724784,1138.28216740712
"264",2001,619,49,59,510.021752623134,1053.96058691549
"265",2001,620,56,60,371.541162959852,953.732147945353
"266",2001,621,52,42,374.485220754913,887.11131665961
"267",2001,622,35,64,425.168700032668,1015.94328200758
"268",2001,644,21,70,771.869372712306,1363.01743571663
"269",2001,645,29,73,782.275731643937,1292.63079795445
"270",2001,646,28,70,696.488405705338,1217.00334104554
"271",2001,647,27,64,583.028885043535,1079.6358492093
"272",2001,648,36,58,479.289127819976,1001.42258477117
"273",2001,649,12,79,554.476077583385,1166.50253750041
"274",2001,671,8,112,950.610610814821,1529.9813005219
"275",2001,672,13,102,931.422090652692,1493.17883999812
"276",2001,673,13,88,815.915771802217,1343.57792324961
"277",2001,674,17,81,710.247515153899,1207.25158120776
"278",2001,675,22,65,531.321678844639,988.262162607834
"279",2001,676,3,91,691.475776076105,1261.13660582776
"280",2001,698,0,137,1099.85379952013,1593.50268153898
"281",2001,699,2,126,1051.71801019606,1546.90842104198
"282",2001,700,5,115,934.720308607072,1459.39226346868
"283",2001,701,5,105,810.707379658873,1320.62167895692
"284",2001,702,2,99,747.367323905107,1231.42000012626
"285",2001,703,0,108,833.749258692564,1333.34096992562
"286",2001,725,0,167,1204.42006580455,1664.60268589576
"287",2001,726,0,159,1161.252874662,1603.62815278538
"288",2001,727,0,145,1075.85665780957,1537.13071319488
"289",2001,728,0,139,1010.07615360889,1497.1968037962
"290",2001,729,0,132,948.667568848406,1466.87975708282
"291",2001,730,0,135,976.97220612394,1467.42928861574
"292",2001,731,0,149,993.089615031627,1482.14507825748
"293",2001,732,0,131,910.677609093638,1399.36686460343
"294",2001,733,0,128,823.15375144408,1382.19087899835
"295",2001,734,4,86,597.411543853588,1234.48008926252
"296",2001,736,17,78,346.079047354854,960.419685546837
"297",2001,738,52,58,201.433494788113,671.352537929379
"298",2001,739,75,59,170.363312191629,763.510541697682
"299",2001,740,76,58,94.0147796876867,647.474849281551
"300",2001,741,85,50,89.6313877088578,510.072270345891
"301",2001,742,99,46,63.4840035535747,448.044082485191
"302",2001,766,46,65,178.341238556913,732.790592154506
"303",2001,767,62,63,103.884496311259,710.921914269299
"304",2001,768,56,61,67.7896594256526,533.623399783906
"305",2001,769,64,56,74.6567388517957,542.418370541083
"306",2001,785,0,180,1375.11635508874,1689.28397592314
"307",2001,797,47,64,59.8938979589382,534.678514761572
"308",2001,812,0,180,1406.21164017742,1719.09765590234
"309",2001,813,0,180,1369.55627176103,1709.72979060322
"310",2001,841,0,180,1443.72876830054,1769.7894559556
"311",2002,234,173,1,0,34.5719699229412
"312",2002,235,174,1,0,33.6495247092041
"313",2002,236,178,0,0,17.0092811077302
"314",2002,237,178,0,0,7.15339122839092
"315",2002,239,147,11,3.76064059317987,15.6417078221946
"316",2002,261,170,3,0,41.3166128474498
"317",2002,262,173,0,0,31.6652227730337
"318",2002,263,170,1,0,23.6387168348231
"319",2002,264,179,0,0,10.4479909914733
"320",2002,265,179,0,0,6.81588891277351
"321",2002,267,143,17,6.6817519456029,22.5773883967189
"322",2002,289,170,2,0,41.7575663961521
"323",2002,290,172,1,0,36.0773396645077
"324",2002,291,170,0,0,31.7525961557339
"325",2002,292,163,0,0,28.3634196699125
"326",2002,293,175,0,0,9.33727290147346
"327",2002,295,145,4,0.886269938163404,8.89592157777101
"328",2002,316,161,7,0.111688117525482,77.8207006099323
"329",2002,317,165,3,0.311273087294983,76.7011528957549
"330",2002,318,162,3,0,45.7113356175548
"331",2002,319,157,2,0,41.534741367835
"332",2002,320,168,0,0,13.9476404347945
"333",2002,323,92,49,7.53594867263361,28.1696114346132
"334",2002,343,159,12,0.283363299465421,100.042752820433
"335",2002,344,157,6,0.820655310026428,103.517743200418
"336",2002,345,150,7,0.272574239043198,78.1755893243583
"337",2002,346,156,6,0,35.2372484356519
"338",2002,347,153,9,0,28.5524767853211
"339",2002,348,145,14,0,17.395603421042
"340",2002,3669,0,178,1331.35144069856,1721.98665870477
"341",2002,3670,0,178,1230.1540327122,1687.53050743133
"342",2002,3671,0,168,1203.8102525782,1632.94346766562
"343",2002,3672,0,161,1228.41754581802,1594.11761364987
"344",2002,3673,0,167,1220.0514295824,1612.61470592747
"345",2002,3699,0,179,1381.85437554871,1648.85808236897
"346",2002,370,146,13,28.406836662524,243.760115009813
"347",2002,3700,0,176,1352.52413437789,1618.49597170466
"348",2002,3727,0,179,1422.09319314761,1657.61671558849
"349",2002,373,146,10,1.20591564186944,83.2138004349471
"350",2002,374,154,8,1.60103573508134,53.870240064872
"351",2002,375,147,14,3.07952849398115,65.2027855735359
"352",2002,376,157,6,0.735036939306425,31.0295397356941
"353",2002,398,138,17,28.7339838309028,337.221923631319
"354",2002,400,138,17,7.92433416698212,168.976166922648
"355",2002,401,140,19,9.00548297868634,161.257579989984
"356",2002,402,140,15,14.5449167860659,156.474559317517
"357",2002,403,146,11,10.6422989004229,131.288236197139
"358",2002,404,144,23,7.99715698591991,116.714520418453
"359",2002,405,109,35,23.0626155959014,271.017866721942
"360",2002,425,135,21,61.2278467247215,533.964119715323
"361",2002,426,139,16,45.4057922028856,430.952983470738
"362",2002,427,133,19,40.9447977802261,400.548375932722
"363",2002,428,128,24,23.1673353371778,255.310184226123
"364",2002,429,139,17,23.9800680119737,248.023894884328
"365",2002,430,136,12,25.2451484551708,267.916918316055
"366",2002,431,142,8,21.4465201636701,227.024474041055
"367",2002,432,126,24,23.0511916236016,275.455802877745
"368",2002,433,107,36,31.043531593336,467.191444657593
"369",2002,452,119,27,108.821461940012,732.793157880481
"370",2002,453,127,22,84.6918317322456,576.197329278962
"371",2002,454,128,20,59.3976946300949,471.206721863878
"372",2002,455,120,23,44.2544082921044,430.97527060355
"373",2002,456,125,23,39.6000245650673,356.241508076914
"374",2002,457,133,16,44.713842225976,378.446203147659
"375",2002,458,132,11,38.6074774350047,337.177103755473
"376",2002,459,127,12,35.6437558643674,371.225754853378
"377",2002,460,116,32,24.7128541451773,389.078607552787
"378",2002,480,114,26,135.543786144691,806.958220866648
"379",2002,481,118,18,86.9046101939175,631.63004112358
"380",2002,482,113,23,83.0854846360654,585.790111058981
"381",2002,483,112,27,60.5191029852813,481.453999146707
"382",2002,484,124,24,58.3538439327044,457.244114674682
"383",2002,485,124,15,46.2345589987304,408.476190145655
"384",2002,486,122,15,28.1615215855684,274.48875091613
"385",2002,487,105,35,25.2310437496483,366.965258688265
"386",2002,507,78,30,214.49537041803,853.23225385506
"387",2002,508,91,32,92.1672675674642,693.850081560912
"388",2002,509,101,23,111.687707945255,688.738363587251
"389",2002,510,110,28,109.576454843818,646.436518551194
"390",2002,511,114,30,91.0748238440345,565.839984269177
"391",2002,512,113,26,84.5348538138273,544.521605312779
"392",2002,513,109,36,80.435373042188,521.308129842488
"393",2002,514,94,43,84.2758910544225,575.465593013455
"394",2002,534,62,44,313.149966875186,1021.57047331703
"395",2002,535,68,37,196.446517099997,834.992217659554
"396",2002,536,67,53,90.976114914455,710.351392295172
"397",2002,537,94,38,143.664256840154,731.780696346901
"398",2002,538,102,36,138.676097171605,707.428285194856
"399",2002,539,101,33,110.415778535452,645.065988040195
"400",2002,540,92,35,114.818751768908,667.251593633189
"401",2002,541,79,40,140.212373502224,708.539535654408
"402",2002,562,42,63,380.848113723123,1085.67580856509
"403",2002,563,46,54,245.686067350441,967.262819061685
"404",2002,564,51,52,177.533630748593,887.472223680834
"405",2002,565,67,49,149.048720265846,857.58088626107
"406",2002,566,68,39,182.040845201861,826.365593635025
"407",2002,567,58,44,191.511628843379,822.522887756374
"408",2002,568,47,44,159.825845874582,795.46079055602
"409",2002,589,24,75,536.028139272701,1205.40220229276
"410",2002,590,28,72,430.558526858162,1152.17122499398
"411",2002,591,27,79,321.784060456215,1063.17960407938
"412",2002,592,33,77,270.102700792806,1017.85594557213
"413",2002,593,42,66,227.086294785421,988.345118468573
"414",2002,594,35,50,249.231379174079,907.263825855905
"415",2002,595,20,49,275.965732245969,943.180975868242
"416",2002,616,14,85,660.884476153592,1432.74793894638
"417",2002,617,16,90,593.556273659886,1331.26542054821
"418",2002,618,19,99,513.917458694723,1281.66238570505
"419",2002,619,19,95,435.947899501378,1208.0664971595
"420",2002,620,25,93,329.33187021426,1098.8874219996
"421",2002,621,20,66,340.58536086833,1027.49577083094
"422",2002,622,7,72,381.5101527102,1113.1010295405
"423",2002,644,9,101,698.733730582908,1402.92313019539
"424",2002,645,11,102,704.803968208888,1431.67969814152
"425",2002,646,8,104,638.211651722303,1386.98468816944
"426",2002,647,15,87,547.396818449187,1267.40152708729
"427",2002,648,15,88,487.741482618764,1158.058012285
"428",2002,649,2,98,564.336517680887,1296.6899125972
"429",2002,671,1,119,892.062325239137,1541.11435328283
"430",2002,672,3,123,887.384063135487,1538.7358132698
"431",2002,673,4,112,778.683356835765,1465.6497511892
"432",2002,674,6,106,694.752969954501,1349.19889535501
"433",2002,675,9,81,555.437856395334,1146.83258861801
"434",2002,676,0,111,758.98113893826,1408.37930803865
"435",2002,698,0,155,1116.5547483281,1636.73795956978
"436",2002,699,0,148,1036.39504906685,1583.63606090951
"437",2002,700,0,133,952.272826943075,1560.78527353992
"438",2002,701,1,121,829.41679387327,1449.45254501638
"439",2002,702,1,112,779.605298832223,1350.79672880839
"440",2002,703,1,124,899.115109643859,1464.95074069571
"441",2002,725,0,173,1283.97012506819,1687.35273935801
"442",2002,726,0,167,1200.63814412395,1622.45725773065
"443",2002,727,0,154,1126.72016380991,1589.53683051605
"444",2002,728,0,152,1098.03901095394,1585.34841393361
"445",2002,729,0,144,1033.07760319162,1552.05605425478
"446",2002,730,0,148,1045.18621643471,1556.25064955442
"447",2002,731,0,162,1056.80714835807,1571.58249588023
"448",2002,732,0,143,945.509132643311,1502.03056083164
"449",2002,733,0,153,889.744678640935,1520.88749887801
"450",2002,734,1,127,706.101405855115,1416.44447558639
"451",2002,736,1,106,273.479121567264,1050.85676146317
"452",2002,738,26,65,112.412833891823,697.630794261127
"453",2002,739,52,59,109.255032138317,711.361046604654
"454",2002,740,63,54,56.0029434090982,565.100916927916
"455",2002,741,78,41,39.7976997918424,454.415045831107
"456",2002,742,90,46,40.641592666143,416.351469558379
"457",2002,766,30,69,90.6374729447057,722.866842251466
"458",2002,767,46,59,76.269974130144,626.386867288313
"459",2002,768,49,54,30.2822833914307,486.27999267929
"460",2002,769,59,52,53.3365753189577,510.132922270263
"461",2002,785,0,179,1437.09056809059,1710.51144552692
"462",2002,797,49,66,45.4023996067622,500.108063401942
"463",2002,812,0,179,1475.02480840683,1726.95709734952
"464",2002,813,0,179,1430.28558206558,1719.83988861766
"465",2002,841,0,179,1472.92141962051,1737.74625942213
"466",2003,234,179,0,0,54.9342661969933
"467",2003,235,175,0,0,42.1097593331876
"468",2003,236,176,0,0,18.7923643683802
"469",2003,237,173,0,0,22.1666258547256
"470",2003,239,137,13,3.7038704406656,22.0366382047683
"471",2003,261,176,0,0,63.6984952926684
"472",2003,262,176,0,0,47.0992122642263
"473",2003,263,169,0,0,27.0462839983214
"474",2003,264,177,0,0,11.4899358978501
"475",2003,265,174,0,0,17.5863344742435
"476",2003,267,138,10,10.6036877768414,49.025140535471
"477",2003,289,177,0,0,60.6123434806189
"478",2003,290,170,0,0,45.4528018510055
"479",2003,291,166,1,0,27.9283983083967
"480",2003,292,164,4,0,39.3331925338742
"481",2003,293,172,0,0,36.5332064911301
"482",2003,295,143,2,2.23395863096702,25.0797411401011
"483",2003,316,166,1,0.00622980465106714,128.132867872434
"484",2003,317,166,1,0,85.1123103082783
"485",2003,318,157,5,0,53.7298539422836
"486",2003,319,158,4,0,58.1331264036354
"487",2003,320,162,1,0,37.5486595804114
"488",2003,323,75,59,9.83582153718258,64.194846273659
"489",2003,343,164,2,0.945026506838193,210.670515915653
"490",2003,344,159,8,0.066045573384811,109.522738785543
"491",2003,345,154,9,0,88.5821273060514
"492",2003,346,153,12,0,51.5662323291797
"493",2003,347,156,10,0,59.790223675524
"494",2003,348,153,13,0,53.1925297540247
"495",2003,3669,0,177,1276.70682941294,1674.69847718566
"496",2003,3670,0,178,1235.8791017184,1624.93349456787
"497",2003,3671,0,171,1168.27076272568,1577.41214779863
"498",2003,3672,0,152,1142.82101255122,1549.11150097992
"499",2003,3673,0,167,1154.71926543129,1563.60625490079
"500",2003,3699,0,178,1322.42920635554,1639.54479310007
"501",2003,370,158,3,79.6426377791657,380.188542291667
"502",2003,3700,0,177,1291.78887041219,1604.22515933487
"503",2003,3727,0,179,1388.38852865159,1669.58610925791
"504",2003,373,150,9,0.0749717862506065,93.6170952922044
"505",2003,374,153,10,0.791109787696788,107.08716473111
"506",2003,375,145,13,10.2582574809506,137.347638848367
"507",2003,376,170,3,7.92737046491802,87.6460349131517
"508",2003,398,155,8,93.8015840645734,459.33278223391
"509",2003,400,148,10,6.07792313061721,158.116633084478
"510",2003,401,147,10,6.37250468280021,157.153976702227
"511",2003,402,143,12,31.4107054071207,221.794172108089
"512",2003,403,150,10,28.4744661670962,205.825174654365
"513",2003,404,146,20,23.924939086331,188.959987742638
"514",2003,405,129,28,41.2417992097641,304.793587879283
"515",2003,425,151,10,167.434561436696,583.788783311712
"516",2003,426,157,6,94.0096654718594,432.697189002613
"517",2003,427,150,5,45.5652031413667,381.76663567992
"518",2003,428,145,12,23.8721355780234,273.022736497213
"519",2003,429,150,9,38.1349520311017,273.485165134587
"520",2003,430,144,10,61.2609567346728,333.232279472049
"521",2003,431,148,9,49.3633353475168,296.089423456909
"522",2003,432,138,20,47.9730178141673,343.972622724067
"523",2003,433,120,28,71.6782865878026,521.819631943437
"524",2003,452,144,12,262.745650596926,722.283855385889
"525",2003,453,153,10,186.159968238958,586.069748430797
"526",2003,454,149,6,106.862848000393,465.881558954101
"527",2003,455,141,9,74.9010918698887,432.238422929004
"528",2003,456,142,10,74.8030714752152,385.495322791228
"529",2003,457,148,9,88.1759597966257,399.809866771646
"530",2003,458,145,7,89.5659360069795,382.02683265024
"531",2003,459,140,8,74.9433213309138,341.123929901045
"532",2003,460,130,20,53.1422134074046,456.572000826375
